id_material,date,material_name,type,amount,unit,photo
865,2024-09-29,Slipper,Other,0.5,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/n0sivceg1b5km6z.jpg
856,2024-09-28,"Wet Organic (Food Waste)",Organic,63.4,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/ac8swzpe9kqhifd.jpg
866,2024-09-28,"General Paper Residue",Residue,5.4,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/4lnexpujhr_7yc3.jpg
867,2024-09-28,"General Plastic Residue",Residue,3.8,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/buhktox0gqnzirw.jpg
868,2024-09-28,"Plastic Bag Liner",Residue,1.5,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/2tk1mgc9o38fpyl.jpg
869,2024-09-28,"Glass Bottle","Non Organic",2.3,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/48ld0n5r91ci_ot.jpg
855,2024-09-27,"Wet Organic (Food Waste)",Organic,49.8,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/n97vdkqtor40cpy.jpg
870,2024-09-27,"General Paper Residue",Residue,9.8,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/skn_v2ehwag8col.jpg
871,2024-09-27,"General Plastic Residue",Residue,6.7,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/sjkdno37fyhgbzm.jpg
872,2024-09-27,"Plastic Bag Liner",Residue,2.4,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/lk82ax1zbjhyq05.jpg
873,2024-09-27,"Glass Bottle","Non Organic",4.5,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/49rctoblwqu6amf.jpg
854,2024-09-26,"Wet Organic (Food Waste)",Organic,47.9,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/47251va6y_fdjbq.jpg
874,2024-09-26,"General Paper Residue",Residue,19.5,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/zti8jous4pgxb5e.jpg
875,2024-09-26,"Aluminium Can","Non Organic",0.3,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/m0lfhnxz915yjup.jpg
876,2024-09-26,"Tetra Pack","Non Organic",0.7,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/83rn7elfc6vdsoa.jpg
877,2024-09-26,"General Plastic Residue",Residue,16.2,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/r024pe7yd8hj53s.jpg
878,2024-09-26,"Plastic Bag Liner",Residue,3.6,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/_e2avzi543dq91g.jpg
879,2024-09-26,"Glass Bottle","Non Organic",9.5,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/opab4nmdcu6sv83.jpg
880,2024-09-26,"Plastic bottle","Non Organic",0.5,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/tnarg9qco5hp6i8.jpg
881,2024-09-26,Slipper,Other,0.7,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/ubq6p2k9fryld_7.jpg
853,2024-09-25,"Wet Organic (Food Waste)",Organic,67.5,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/9e2npvqgrlc4wiy.jpg
852,2024-09-24,"Wet Organic (Food Waste)",Organic,62.3,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/c48lad_vzi3jygh.jpg
882,2024-09-24,"Aluminium Can","Non Organic",0.2,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/la9b7k3j4c2rvq1.jpg
883,2024-09-24,"Tetra Pack","Non Organic",0.8,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/ftdxkamz7coqi8y.jpg
884,2024-09-24,"General Paper Residue",Residue,13.2,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/65u0m_xk7on98ft.jpg
885,2024-09-24,"General Plastic Residue",Residue,10.5,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/aus9nxl6dr740kh.jpg
886,2024-09-24,"Plastic Bag Liner",Residue,2.4,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/594fzdclrgjmik7.jpg
887,2024-09-24,"Glass Bottle","Non Organic",6.7,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/ovgl4xrbn2qd9i7.jpg
888,2024-09-24,"Plastic bottle","Non Organic",0.4,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/w2s8fzbeux4gram.jpg
851,2024-09-23,"Wet Organic (Food Waste)",Organic,60.5,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/xykce_6f7rb3wza.jpg
889,2024-09-23,"General Paper Residue",Residue,4.5,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/4deb2gt5ycvwjxf.jpg
890,2024-09-23,"General Plastic Residue",Residue,3.7,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/_7o0biq31mvd5ju.jpg
891,2024-09-23,"Plastic Bag Liner",Residue,1.4,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/kjq35l_wb10riga.jpg
842,2024-09-22,"Wet Organic (Food Waste)",Organic,49.7,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/5gm3fkpe8q4a0sd.jpg
843,2024-09-22,"Aluminium Can","Non Organic",0.2,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/df3ex5hc1tsarbi.jpg
844,2024-09-22,"Tetra Pack","Non Organic",0.4,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/6cw2mz8ongarh59.jpg
845,2024-09-22,"General Paper Residue",Residue,17.6,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/85kecx_fgujoiy7.jpg
846,2024-09-22,"General Plastic Residue",Residue,13.4,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/yofxlw3an0tq_be.jpg
847,2024-09-22,"Plastic Bag Liner",Residue,3.2,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/t7641zkwoqu3x0s.jpg
848,2024-09-22,"Glass Bottle","Non Organic",7.6,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/nj9uvi81pwameft.jpg
849,2024-09-22,"Plastic bottle","Non Organic",0.3,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/hpvbrcj5iqg3dml.jpg
850,2024-09-22,Slipper,Other,0.4,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/87imku0nzpox3ag.jpg
841,2024-09-21,"Wet Organic (Food Waste)",Organic,54.2,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/q2wk1_9fjb5hpz4.jpg
837,2024-09-20,"Wet Organic (Food Waste)",Organic,59.8,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/60we7vq5kpoyfbj.jpg
838,2024-09-20,"General Paper Residue",Residue,8.7,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/2i07jnvw9falkg1.jpg
839,2024-09-20,"General Plastic Residue",Residue,5.4,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/priu9hol3m8ctdz.jpg
840,2024-09-20,"Plastic Bag Liner",Residue,1.9,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/8cs7ymtder0gjk9.jpg
832,2024-09-19,"Wet Organic (Food Waste)",Organic,53.4,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/b412esoand3qv_k.jpg
833,2024-09-19,"General Paper Residue",Residue,9.8,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/2eng9cjo50_ykah.jpg
834,2024-09-19,"General Plastic Residue",Residue,7.6,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/h6wdal0q4pe7rt1.jpg
835,2024-09-19,"Plastic Bag Liner",Residue,2.2,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/wz627gd90pso8rk.jpg
836,2024-09-19,"Glass Bottle","Non Organic",2.1,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/cud4n1aef6gqmjs.jpg
823,2024-09-18,"Wet Organic (Food Waste)",Organic,43.4,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/zoscf1yqa6bu4l2.jpg
824,2024-09-18,"Aluminium Can","Non Organic",0.2,Kg,
825,2024-09-18,"Aluminium Can","Non Organic",0.2,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/mbr8jc6lhao2540.jpg
826,2024-09-18,"Tetra Pack","Non Organic",0.3,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/tjgs0bz3_mo25n4.jpg
827,2024-09-18,"General Paper Residue",Residue,12.7,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/k6fs8wgtu3oeh71.jpg
828,2024-09-18,"General Plastic Residue",Residue,8.9,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/7vdpkzgh1382uyr.jpg
829,2024-09-18,"Plastic Bag Liner",Residue,2.6,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/lf4rd52_7vhtmcy.jpg
830,2024-09-18,"Glass Bottle","Non Organic",4.5,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/s4oytq1nefxk79c.jpg
831,2024-09-18,"Plastic bottle","Non Organic",0.1,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/s9g6cftv24eurib.jpg
819,2024-09-17,"Wet Organic (Food Waste)",Organic,52.9,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/9ktz2ix5yqj8era.jpg
820,2024-09-17,"General Paper Residue",Residue,3.6,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/bvnxclrwzaf2du3.jpg
821,2024-09-17,"General Plastic Residue",Residue,2.1,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/o_wr3x7ip8vk2l1.jpg
822,2024-09-17,"Plastic Bag Liner",Residue,1,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/l76sfydkpg_xc3u.jpg
813,2024-09-16,"Wet Organic (Food Waste)",Organic,63.4,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/echq_na6i04k853.jpg
814,2024-09-16,"General Paper Residue",Residue,15.7,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/8gfukqbjw1se_iy.jpg
815,2024-09-16,"General Plastic Residue",Residue,13.2,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/5k4dw18lg0iypns.jpg
816,2024-09-16,"Plastic Bag Liner",Residue,3.6,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/vm1zl8pedx56rqh.jpg
817,2024-09-16,"Glass Bottle","Non Organic",3.6,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/kto3nglvuq9s06p.jpg
818,2024-09-16,"Plastic bottle","Non Organic",0.1,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/6wfljdps_ha0i3g.jpg
809,2024-09-15,"Wet Organic (Food Waste)",Organic,53.7,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/soja5u7nwt9ymi6.jpg
810,2024-09-15,"General Paper Residue",Residue,2.9,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/a8_fh3rq7xdi2eo.jpg
811,2024-09-15,"General Plastic Residue",Residue,2.2,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/vpdubot7w3ae4sz.jpg
812,2024-09-15,"Plastic Bag Liner",Residue,1.1,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/2d8yiouj6mh9abw.jpg
800,2024-09-14,"Wet Organic (Food Waste)",Organic,55.4,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/xjdgw_h2fneu413.jpg
801,2024-09-14,"Aluminium Can","Non Organic",0.2,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/mqhnzegvd3s4uk9.jpg
802,2024-09-14,"Tetra Pack","Non Organic",0.5,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/v7bfmtyhxrgp18q.jpg
803,2024-09-14,"General Paper Residue",Residue,14.3,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/kdg21nzo75m83q6.jpg
804,2024-09-14,"General Plastic Residue",Residue,9.8,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/ui3yz4gw2ct6ln9.jpg
805,2024-09-14,"Plastic Bag Liner",Residue,2.9,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/dn1qk3xeb8w7fyu.jpg
806,2024-09-14,"Glass Bottle","Non Organic",4.4,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/f5471r2gx6wbqz9.jpg
807,2024-09-14,"Plastic bottle","Non Organic",0.4,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/dsbjly152ch8p0_.jpg
808,2024-09-14,Slipper,Other,0.7,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/qwme5yc03tvdou8.jpg
796,2024-09-13,"Wet Organic (Food Waste)",Organic,40.4,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/ueo8xyq9hmpl7c6.jpg
797,2024-09-13,"General Paper Residue",Residue,2.8,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/i6lrcdznu8eosa7.jpg
798,2024-09-13,"General Plastic Residue",Residue,1.8,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/xyn5b42jrswhoa0.jpg
799,2024-09-13,"Plastic Bag Liner",Residue,0.8,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/98h1yaf4w627s30.jpg
790,2024-09-12,"Wet Organic (Food Waste)",Organic,54.3,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/yidzq4pjo69ahr8.jpg
791,2024-09-12,"Aluminium Can","Non Organic",0.1,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/n1chyvka4worg32.jpg
792,2024-09-12,"General Paper Residue",Residue,15.3,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/ewlz_n96mioju7q.jpg
793,2024-09-12,"General Plastic Residue",Residue,12.4,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/tmhlsnpf53o_rq7.jpg
794,2024-09-12,"Plastic Bag Liner",Residue,3.2,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/uroxvtd0hai17ng.jpg
795,2024-09-12,"Glass Bottle","Non Organic",4.7,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/ey2rqk31d4ptb06.jpg
786,2024-09-11,"Wet Organic (Food Waste)",Organic,43.7,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/jzfeiq8ym9_p0w2.jpg
787,2024-09-11,"General Paper Residue",Residue,3.1,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/azi_dg6sqnmefb7.jpg
788,2024-09-11,"General Plastic Residue",Residue,2.2,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/adnlm8_jtx94coz.jpg
789,2024-09-11,"Plastic Bag Liner",Residue,1.1,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/i_ha8gmb5f3wlkq.jpg
778,2024-09-10,"Wet Organic (Food Waste)",Organic,48.9,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/nqmio4j3sz5ufwv.jpg
779,2024-09-10,"General Paper Residue",Residue,14.5,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/rl4d9j7v0soceqw.jpg
780,2024-09-10,"Aluminium Can","Non Organic",0.2,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/zyfo0gvs2kphbul.jpg
781,2024-09-10,"Tetra Pack","Non Organic",0.4,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/39qob1wyxu6n_hl.jpg
782,2024-09-10,"General Plastic Residue",Residue,12.2,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/br1zcu58ofkxitl.jpg
783,2024-09-10,"Plastic Bag Liner",Residue,3.6,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/y2qwa8d7jpvlznr.jpg
784,2024-09-10,"Glass Bottle","Non Organic",5.4,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/1n4tjfcq5_woad6.jpg
785,2024-09-10,"Plastic bottle","Non Organic",0.2,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/x1_nt5zvhpcgwoj.jpg
777,2024-09-09,"Wet Organic (Food Waste)",Organic,56.5,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/rdlc01ztohkieq8.jpg
772,2024-09-08,"Wet Organic (Food Waste)",Organic,53.4,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/utjekq0zxsphmvr.jpg
773,2024-09-08,"General Paper Residue",Residue,10.3,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/fugampq9teklzhn.jpg
774,2024-09-08,"General Plastic Residue",Residue,7.3,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/jymfc85k9x2twba.jpg
775,2024-09-08,"Plastic Bag Liner",Residue,2.2,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/4x5bgyoezd8mftv.jpg
776,2024-09-08,"Glass Bottle","Non Organic",2.4,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/_qyhsl7vzn3fbxc.jpg
768,2024-09-07,"Wet Organic (Food Waste)",Organic,49.8,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/uk97jyd65c2la1h.jpg
769,2024-09-07,"General Paper Residue",Residue,11.5,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/_jvtuia05oqr4hy.jpg
770,2024-09-07,"General Plastic Residue",Residue,10.6,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/zx7nh4jev9t3kdq.jpg
771,2024-09-07,"Plastic Bag Liner",Residue,2.8,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/0nz6hue2k5ptmgw.jpg
760,2024-09-06,"Wet Organic (Food Waste)",Organic,60.2,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/lmpt8siovuh71kq.jpg
761,2024-09-06,"Aluminium Can","Non Organic",0.1,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/2_1wmjfxvzsyl3t.jpg
762,2024-09-06,"Tetra Pack","Non Organic",0.2,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/u_ekf5rpwg6ahy9.jpg
763,2024-09-06,"General Paper Residue",Residue,10.5,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/xqky4r50dspf7vt.jpg
764,2024-09-06,"General Plastic Residue",Residue,6.7,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/oljzpgehcky9d8a.jpg
765,2024-09-06,"Plastic Bag Liner",Residue,3.2,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/v2fj8ryn4i63_eb.jpg
766,2024-09-06,"Glass Bottle","Non Organic",2.7,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/0w1vck365gmbaex.jpg
767,2024-09-06,"Plastic bottle","Non Organic",0.1,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/mbxdoa1vr4n_zjh.jpg
755,2024-09-05,"General Paper Residue",Residue,9.8,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/rvx07e4hp5jaicu.jpg
756,2024-09-05,"General Plastic Residue",Residue,7.5,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/v_b9xnkuz7mfw8s.jpg
757,2024-09-05,"Plastic Bag Liner",Residue,2.4,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/mz19rk5q0itjcs8.jpg
758,2024-09-05,"Glass Bottle","Non Organic",3.2,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/py28q9lbzi7vtsx.jpg
759,2024-09-05,"Wet Organic (Food Waste)",Organic,53.4,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/_23bom015pwyxrl.jpg
748,2024-09-04,"Wet Organic (Food Waste)",Organic,47.3,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/3y5of4_n6m0g8al.jpg
749,2024-09-04,"Aluminium Can","Non Organic",0.4,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/8ou0m3frjiwnavp.jpg
750,2024-09-04,"Tetra Pack","Non Organic",0.3,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/fm0szdbinyxrwej.jpg
751,2024-09-04,"General Paper Residue",Residue,14.2,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/ew5tdq0blujm4_6.jpg
752,2024-09-04,"General Plastic Residue",Residue,10.5,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/qcl1xeu39bwarht.jpg
753,2024-09-04,"Plastic Bag Liner",Residue,2.2,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/iwy0m3e6k7zj1pr.jpg
754,2024-09-04,"Glass Bottle","Non Organic",2.4,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/vbhzi3j94lx1kmc.jpg
741,2024-09-03,"Wet Organic (Food Waste)",Residue,45.3,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/b5fmlk9j13dti0u.jpg
742,2024-09-03,"Tetra Pack","Non Organic",0.9,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/47cdg0t8phywr6v.jpg
743,2024-09-03,"General Paper Residue",Residue,21.4,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/8o1r47iate9vgxs.jpg
744,2024-09-03,"General Plastic Residue",Residue,18.7,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/whzr8yl5s9jqua3.jpg
745,2024-09-03,"Plastic Bag Liner",Residue,3.2,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/67pznwsufyiqtl9.jpg
746,2024-09-03,"Glass Bottle","Non Organic",10.2,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/4mb2o3d7pnx09tk.jpg
747,2024-09-03,"Plastic bottle","Non Organic",1,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/ytbmd9ne2avz1x_.jpg
737,2024-09-02,"Wet Organic (Food Waste)",Organic,57.8,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/vu9tyj762zwfbhp.jpg
738,2024-09-02,"General Paper Residue",Residue,2.4,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/ov4xyquw62eba_j.jpg
739,2024-09-02,"General Plastic Residue",Residue,5.6,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/cg0bxfrpy13ztqk.jpg
740,2024-09-02,"Plastic Bag Liner",Residue,1.2,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/9iygujvd42ab7ml.jpg
729,2024-09-01,"Wet Organic (Food Waste)",Organic,38.9,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/c1g0hkt52nve_sy.jpg
730,2024-09-01,"Aluminium Can","Non Organic",0.3,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/phb3ungavji1_de.jpg
731,2024-09-01,"Tetra Pack","Non Organic",0.3,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/brkw8ghj5i3ztq_.jpg
732,2024-09-01,"General Paper Residue",Residue,11.5,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/kfhaojqme8r3nd4.jpg
733,2024-09-01,"General Plastic Residue",Residue,8.5,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/hlwmeau753fyr_8.jpg
734,2024-09-01,"Plastic Bag Liner",Residue,1.8,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/dluoyha06tk5ize.jpg
735,2024-09-01,"Glass Bottle","Non Organic",2.2,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/bkoaqh9u1jns572.jpg
736,2024-09-01,"Plastic bottle","Non Organic",0.2,Kg,https://www.wiseorganicfarm.com/composbte/uploads/files/hjnmb8vk_awdxio.jpg
723,2024-08-31,"Wet Organic (Food Waste)",Organic,29.7,Kg,https://wiseorganicfarm.com/composbte/uploads/files/0y_p4izh6tw937a.jpg
724,2024-08-31,"General Paper Residue",Residue,14.6,Kg,https://wiseorganicfarm.com/composbte/uploads/files/g_y4dqefknlhx3u.jpg
725,2024-08-31,"General Plastic Residue",Residue,15.7,Kg,https://wiseorganicfarm.com/composbte/uploads/files/_6ev3n8bp0zltro.jpg
726,2024-08-31,"Glass Bottle","Non Organic",8.4,Kg,https://wiseorganicfarm.com/composbte/uploads/files/i9vbkdsr6p3_o8y.jpg
727,2024-08-31,"Tetra Pack","Non Organic",0.3,Kg,https://wiseorganicfarm.com/composbte/uploads/files/lpurdzgjh8yfm74.jpg
728,2024-08-31,"Plastic Bag Liner",Residue,2.4,Kg,https://wiseorganicfarm.com/composbte/uploads/files/p5f2ut0axzw86oq.jpg
688,2024-08-30,"Wet Organic (Food Waste)",Organic,44.7,Kg,https://wiseorganicfarm.com/composbte/uploads/files/a4wt0_o1l98pjz3.jpg
715,2024-08-30,"Tetra Pack","Non Organic",0.5,Kg,https://wiseorganicfarm.com/composbte/uploads/files/_ua9ip2dl5104gy.jpg
716,2024-08-30,"Aluminium Can","Non Organic",0.7,Kg,https://wiseorganicfarm.com/composbte/uploads/files/gpqlm8fre37thki.jpg
717,2024-08-30,"General Paper Residue",Residue,13.5,Kg,https://wiseorganicfarm.com/composbte/uploads/files/hqacbutm1w4s3jn.jpg
718,2024-08-30,"General Plastic Residue",Residue,15.4,Kg,https://wiseorganicfarm.com/composbte/uploads/files/j2bfqcotzp9n75w.jpg
719,2024-08-30,"Glass Bottle","Non Organic",10.7,Kg,https://wiseorganicfarm.com/composbte/uploads/files/nfwl9kqsxe7ozb_.jpg
720,2024-08-30,"Plastic Bag Liner",Residue,2.7,Kg,https://wiseorganicfarm.com/composbte/uploads/files/qt1k_4h7rdiz8ps.jpg
721,2024-08-30,"Plastic bottle","Non Organic",0.3,Kg,https://wiseorganicfarm.com/composbte/uploads/files/8ay1b2_6tzxdvfi.jpg
722,2024-08-30,Slipper,Other,0.9,Kg,https://wiseorganicfarm.com/composbte/uploads/files/vrd6g7pwuyjzla1.jpg
687,2024-08-29,"Wet Organic (Food Waste)",Organic,43.2,Kg,https://wiseorganicfarm.com/composbte/uploads/files/1i2tokegpsf56vx.jpg
712,2024-08-29,"General Paper Residue",Residue,11.8,Kg,https://wiseorganicfarm.com/composbte/uploads/files/50khspt1bfexrac.jpg
713,2024-08-29,"General Plastic Residue",Residue,10.5,Kg,https://wiseorganicfarm.com/composbte/uploads/files/_5tm6rlnc8b9qf4.jpg
714,2024-08-29,"Plastic Bag Liner",Residue,2.4,Kg,https://wiseorganicfarm.com/composbte/uploads/files/nt83xp9rf2yl01e.jpg
686,2024-08-28,"Wet Organic (Food Waste)",Organic,50.4,Kg,https://wiseorganicfarm.com/composbte/uploads/files/dgcvn4iazxl8kmu.jpg
707,2024-08-28,"General Paper Residue",Residue,10.7,Kg,https://wiseorganicfarm.com/composbte/uploads/files/ch4xesvz76qmjwi.jpg
708,2024-08-28,"General Plastic Residue",Residue,7.8,Kg,https://wiseorganicfarm.com/composbte/uploads/files/uow2m8kxdp04ysj.jpg
709,2024-08-28,"Glass Bottle","Non Organic",2.4,Kg,https://wiseorganicfarm.com/composbte/uploads/files/e1xdgqp6tvfl_r2.jpg
710,2024-08-28,"Plastic Bag Liner",Residue,3.3,Kg,https://wiseorganicfarm.com/composbte/uploads/files/l_yvwdf9kqtb6uc.jpg
711,2024-08-28,Slipper,Other,0.4,Kg,https://wiseorganicfarm.com/composbte/uploads/files/16id0fgtqm_orh8.jpg
685,2024-08-27,"Wet Organic (Food Waste)",Organic,45.9,Kg,https://wiseorganicfarm.com/composbte/uploads/files/8l_nmpcsioaetfq.jpg
702,2024-08-27,"General Paper Residue",Residue,15.4,Kg,https://wiseorganicfarm.com/composbte/uploads/files/qgvf_bhxick43jt.jpg
703,2024-08-27,"General Plastic Residue",Residue,11.5,Kg,https://wiseorganicfarm.com/composbte/uploads/files/f4ebudiwyhcal2p.jpg
704,2024-08-27,"Glass Bottle","Non Organic",3.5,Kg,https://wiseorganicfarm.com/composbte/uploads/files/6yujn39odzvlh0_.jpg
705,2024-08-27,"Plastic Bag Liner",Residue,2.2,Kg,https://wiseorganicfarm.com/composbte/uploads/files/4l1mvhtszery69o.jpg
